Data Medicao;EVAPORACAO DO PICHE, DIARIA(mm);INSOLACAO TOTAL, DIARIO(h);PRECIPITACAO TOTAL, DIARIO(mm);TEMPERATURA MAXIMA, DIARIA(°C);TEMPERATURA MEDIA COMPENSADA, DIARIA(°C);TEMPERATURA MINIMA, DIARIA(°C);UMIDADE RELATIVA DO AR, MEDIA DIARIA(%);VENTO, VELOCIDADE MEDIA DIARIA(m/s)
03/02/2014;10.3;10.2;0;35.4;28.32;21;49;.833333
04/02/2014;9.5;10.1;0;36.2;27.52;19.8;54.25;1.533.333
05/02/2014;9;12.5;0;36;28.16;21.6;50;1.633.333
06/02/2014;11.2;12;0;35.8;27.56;19.8;43.75;3.333.333
07/02/2014;12.7;10.7;0;36.2;27.76;19.6;47.75;.933333
08/02/2014;9.7;10.4;0;36.8;27.82;19.5;47.5;1.2
09/02/2014;11.4;11.9;0;36.8;28.36;20.6;40.25;.666667
10/02/2014;11.9;12;0;37.4;27.8;18.8;38;1.533.333
11/02/2014;11.9;12;0;35.2;27.44;20.6;46.5;1.1
12/02/2014;12.2;10.3;0;36.8;26.14;17.5;44.5;.866667
13/02/2014;11.4;9.8;0;36.8;27.98;18.5;42.5;.6
14/02/2014;10.2;7.7;0;38;26.3;21.3;68;3.4
15/02/2014;6.8;.4;13.2;27;22.8;21.4;87.75;.666667
16/02/2014;1.9;.4;12.6;28.4;22.32;20;88.75;1.533.333
17/02/2014;2.1;1.8;30.1;27;22.56;20;82;.933333
18/02/2014;2.4;6.8;24.6;27.6;22.48;19.4;70;1.766.667
19/02/2014;4.3;8;2.6;29.4;23.44;20;70;2.033.333
20/02/2014;4.8;9.2;0;32.4;24.52;17.8;60.5;.766667
21/02/2014;7;10;0;32;24.88;19.6;65.5;1.733.333
22/02/2014;5.4;9.1;0;33.4;25.44;18.6;55.75;2.866.667
23/02/2014;9.4;11;0;34.2;26.76;19.8;56.5;1.266.667
24/02/2014;9.3;9.2;0;34.6;25.4;21;72;2.4
25/02/2014;6.4;8.5;1.6;34;26.6;20.2;63;.666667
26/02/2014;6.9;10.5;0;34.4;27.36;19.8;50.75;2.4
27/02/2014;9.2;10.2;0;36.2;28.08;19.8;58.5;.6
28/02/2014;7.1;6.4;0;33.6;24.24;20.6;78.5;1.8
01/03/2014;3.7;3;8;30;23.44;19.2;80.25;.7
02/03/2014;3.9;6.5;3;30.8;24;19.2;74.25;2.2
03/03/2014;5;8.7;0;31.6;24.96;21;68.25;2.066.667
04/03/2014;6.4;5.8;0;30.8;24.44;20.4;72;2.133.333
05/03/2014;4.5;6;0;32;23.56;19.6;79.25;.866667
06/03/2014;3.3;1.6;12.8;28.6;21.72;19.2;89.25;1.966.667
07/03/2014;1.7;3.3;19.3;28.6;22.52;19;84.25;0
08/03/2014;2.6;0;69.6;24.6;21.72;20.2;93.5;0
09/03/2014;1.1;10.2;3.3;31.4;24.76;20;67.25;.533333
10/03/2014;4.7;9.9;0;32.8;24.72;19;69.75;1.033.333
11/03/2014;5.2;7.3;0;33;25.16;19.6;72;2.933.333
12/03/2014;3.7;6.9;6.2;32.8;24.64;19.4;73.25;1.633.333
13/03/2014;5.2;2.7;0;31.4;26.08;21.6;72.75;.7
14/03/2014;4.3;9.4;0;32.4;25.66;21.5;67.25;1.533.333
15/03/2014;4.9;9;0;33.6;25.64;18.4;61.75;.933333
16/03/2014;4.8;10.6;0;33.6;25.8;19.6;60.5;.666667
17/03/2014;6.5;10.5;0;34;26.08;18.6;58;0
18/03/2014;6.4;10.7;0;34.4;26.04;19.2;53.5;.766667
19/03/2014;8;7.7;0;33.4;25.04;18.6;69.5;.933333
20/03/2014;4.7;8.2;0;33.6;25.44;19.6;72.25;1.6
21/03/2014;4.1;3.9;1.6;32.8;26.04;20;70;.833333
22/03/2014;3.7;5.2;2.2;31.6;24.52;22;83.75;0
23/03/2014;3;0;56.2;24.2;21.2;20;89.5;1.1
24/03/2014;3.2;.1;.3;24;20.88;19.4;76.25;1.966.667
25/03/2014;4.8;4.8;0;26.6;21.72;17;71;1
26/03/2014;5.4;2.6;0;27.2;22.48;19;76.25;1.2
27/03/2014;4.4;7.9;0;30;23;19;75.25;.933333
28/03/2014;6.3;8.3;0;30.2;23.96;20.2;71.5;2.2
29/03/2014;5.7;7.4;0;30;24.32;19.6;74.75;1.2
30/03/2014;4.4;4.7;0;31;23.6;20;75.75;.666667
31/03/2014;3.3;1.2;2.2;28.6;22.84;20;89.75;.7
01/04/2014;1.6;3.5;1.6;31;23.44;19.8;85.25;1.266.667
02/04/2014;2;7.5;0;30;23.24;20;86.75;1
03/04/2014;2.9;5.5;17.2;30.2;23.72;19.8;80;.966667
04/04/2014;2.9;.2;1;25.8;22.4;21;89.5;.766667
05/04/2014;2;6;16.6;28.4;22.6;19.4;73.75;1.966.667
06/04/2014;4.2;8.5;0;30;22.44;18.6;74.25;.533333
07/04/2014;3.9;8;0;31.2;22.2;15.8;74.25;1.033.333
08/04/2014;4.5;5.1;0;29.6;22.24;17.6;85.25;0
09/04/2014;2.5;6;0;31.2;23.4;17.8;81;.533333
10/04/2014;3.1;8.7;0;32.6;24.68;19.6;74;.866667
11/04/2014;5;9;0;30.8;24.68;19.8;72.5;.533333
12/04/2014;4.5;9.6;0;33.2;25.16;19.8;71.5;1.066.667
13/04/2014;4.2;.6;3.6;27.2;23.14;21.5;89.25;.433333
14/04/2014;1.6;.7;2.2;27.2;22.08;20.2;88.5;1.733.333
15/04/2014;1.5;0;3.2;22.4;19.92;19;89.75;1.366.667
16/04/2014;1.5;.5;26.2;25;21.24;19;90.25;.533333
17/04/2014;1.6;2.3;0;26;21.84;18.2;82.75;1.5
18/04/2014;3.5;7.1;0;30.2;23.88;19.6;77.75;0
19/04/2014;3;6;0;30.4;23.68;19.8;78.25;.666667
20/04/2014;2.9;4.5;0;29.6;22.72;19.6;88.5;1.333.333
21/04/2014;2.6;6.7;44;28.6;23;19.4;77.75;1.666.667
22/04/2014;3.2;5.5;0;29.2;23.32;19;80;1.033.333
23/04/2014;2.6;3.5;4;28;22.48;18.8;83.75;1.966.667
24/04/2014;2.9;3.8;.5;27.8;21.84;19.6;80.75;4.6
25/04/2014;2.9;4.2;4.7;25.8;19.86;17.5;80;1.633.333
26/04/2014;3;8.4;.2;26.8;20.24;17;70;2.633.333
27/04/2014;4.2;9.2;0;25.4;18.88;13.4;73;1.3
28/04/2014;3.6;3.1;6.2;24.2;18.36;15.8;82.25;1.3
29/04/2014;2.5;10.5;.5;23.8;15.92;9.8;69;.966667
30/04/2014;4.3;9.1;0;26.2;17;9;74.5;.533333
01/05/2014;2.7;0;0;28.8;18.34;11.5;77.25;1.366.667
02/05/2014;3;9.7;0;28.6;20.04;12;66;1.433.333
03/05/2014;5.3;3.6;0;26.2;19.58;14.5;75.25;1.533.333
04/05/2014;4;7.8;0;29.8;21.16;16.4;76.25;0
05/05/2014;3.9;8.5;0;30.4;20.66;14.5;77.75;.433333
06/05/2014;3.4;7.7;0;29.8;22.04;14.8;74.25;.666667
07/05/2014;3.2;2.2;0;28.2;20.88;16.4;82;.433333
08/05/2014;2.2;9.6;0;31;21.38;15.1;72.75;0
09/05/2014;3.8;7.5;0;29;19.68;14.2;79;4.2
10/05/2014;3.6;3.5;9.8;24;19.38;17.5;78.5;.833333
11/05/2014;3.1;.9;5.8;21.4;17.72;15.8;77.25;1.3
12/05/2014;2.9;9.6;0;25;17.96;13;68;.933333
13/05/2014;3.9;9.4;0;27;17.24;9.8;72.25;.666667
14/05/2014;3.5;7.7;0;27.2;18.68;11;63;1.7
15/05/2014;4.2;9.3;0;27.6;18.46;11.5;73.25;.533333
16/05/2014;3.2;6.6;0;28.4;18.92;13.2;77;0
17/05/2014;2.9;4.1;0;26.8;20.5;15.1;81;1.3
18/05/2014;3.2;1.5;0;24.6;19.96;17;87.5;0
19/05/2014;1.6;8.6;8.4;26.4;19.28;13.4;79.25;1.3
20/05/2014;2.4;7;0;27;20.68;16.6;79.25;0
21/05/2014;2.9;6.2;0;27.6;20.68;17.8;81;.966667
22/05/2014;2.3;8.2;0;30.4;20.48;14;74.75;0
23/05/2014;4.3;1.6;1.6;27;21.8;19;85.75;1.3
24/05/2014;2.7;0;1.8;22;19.04;17.8;90.25;1.9
25/05/2014;1.2;1.6;2;22.4;20.04;17.6;84.75;2.3
26/05/2014;2.2;1.2;1;23.4;20.4;19.4;96.25;0
27/05/2014;1.3;9.8;2.8;24.4;19.62;16.5;59.25;5.166.667
28/05/2014;5.6;1.1;0;24;17.64;13;86.75;1.233.333
29/05/2014;2.2;6.4;.4;24.4;18.22;15.5;78.5;1.5
30/05/2014;3.5;5.3;0;24;18.4;15.2;79.25;1.866.667
31/05/2014;3.7;7.3;0;26.4;17.72;12.2;77.25;1.3
01/06/2014;2.8;3.7;0;23;16.96;11;90.75;.533333
02/06/2014;1.1;7.4;6;27.8;19.46;15.5;81.5;1.633.333
03/06/2014;3.4;4;0;23.4;17.84;16;79.5;1.333.333
04/06/2014;2.5;6.3;0;25.2;17.96;15.2;81.25;.433333
05/06/2014;2.2;6.5;0;27;17.92;14;82.25;0
06/06/2014;2.1;4.7;0;28.2;19.72;13.4;79.5;.966667
07/06/2014;2.4;6.4;0;29;20.92;16.4;80;0
08/06/2014;2.4;8.1;0;30.2;19.36;14;76;1.4
09/06/2014;3.1;9.2;0;29.4;19.96;13;81.25;.533333
10/06/2014;3.9;1.4;.1;23;19;16.4;92.25;1.7
11/06/2014;1.3;7.7;1.4;26;20.6;17;77.25;.866667
12/06/2014;4.8;4.9;0;24.2;19.28;16.2;88.75;1.733.333
13/06/2014;2.6;7.7;.8;27;19.94;15.1;78;1.266.667
14/06/2014;3.8;8.2;0;27;20.72;15.6;79.75;.933333
15/06/2014;2.5;3.8;0;26.8;18.7;10.5;85.25;.833333
16/06/2014;2.9;5.7;0;26;19.6;16.8;84.25;.433333
17/06/2014;2.5;5.9;0;28;18.48;9;78.25;.766667
18/06/2014;3.3;5.5;0;27.2;19.2;15.4;85;.533333
19/06/2014;3;5;22.6;24.6;18.26;15.5;90.75;2.666.667
20/06/2014;3.6;3;0;21;17.92;15.4;81.25;1.733.333
21/06/2014;2.4;3.7;0;24;18.76;16;83.75;.666667
22/06/2014;2.9;7.5;0;25;19;15.8;77.25;1.966.667
23/06/2014;4.4;3.1;0;23;17.12;14;85.5;0
24/06/2014;1.7;7.2;0;26.6;16.88;11.8;75.25;0
25/06/2014;2.8;9;0;27;17.38;10.5;77;0
26/06/2014;3.4;7.3;0;26.4;17.44;11.2;77.25;0
27/06/2014;2.8;8.5;0;28.2;18.36;11.2;74.75;0
28/06/2014;3.6;7;0;28.4;19.28;12.2;78.75;0
29/06/2014;2.4;5.7;0;28.2;19.52;14.2;75;0
30/06/2014;2.7;6.4;0;26.6;19.72;15.2;78.5;.433333
01/07/2014;2.5;9;0;28;19.36;16;74.75;.666667
02/07/2014;3.9;6.3;0;28;18.68;13.4;80.5;0
03/07/2014;2.6;6;0;27.4;19.74;15.5;78.25;0
04/07/2014;2.4;9.1;0;29.4;19.76;13;74.25;0
05/07/2014;3.4;8.5;0;28.8;19.52;13;70.75;.833333
06/07/2014;5.2;9.7;0;28.6;18.86;11.5;61.5;1.1
07/07/2014;5.8;6.3;0;28.4;19.56;13;73;1.1
08/07/2014;5.5;3.8;0;23.6;19.32;16.6;82.25;1.6
09/07/2014;.9;3.9;1.2;23.8;18.56;17;86.75;.533333
10/07/2014;2.2;0;33;19.4;17.68;16.4;97;0
11/07/2014;.6;1.1;11;20.6;17.34;15.5;91.5;2.3
12/07/2014;1.4;2;0;22;17.76;14.8;84;1.7
13/07/2014;2.4;4.4;1.3;22.8;17.72;16;79.5;1.2
14/07/2014;4.1;5.9;0;23;17.68;15.2;75.5;1.466.667
15/07/2014;3.8;8.7;0;24.8;17.52;13.6;73.75;0
16/07/2014;3.8;8.5;0;24.8;16.88;10.8;81.25;0
17/07/2014;2.7;7.3;0;26.2;17.64;12;83.5;.666667
18/07/2014;3.5;6.5;0;27.8;18.8;11.2;73.25;.533333
19/07/2014;4.3;2.7;0;21.4;17.08;15.8;78;1.2
20/07/2014;3.4;3.1;0;21.6;16.3;14.5;76;1.033.333
21/07/2014;3.8;9;0;24.2;18;14;72.75;.666667
22/07/2014;4.4;6.9;0;25.8;17.8;14;75.75;0
23/07/2014;3.3;10;0;27.2;16.66;10.1;74;.5
24/07/2014;3.8;4.9;0;26;18.7;10.5;75;.533333
25/07/2014;3.7;0;0;20.4;17.8;16.4;87;1.7
26/07/2014;1.6;0;2.6;18;16.52;15.2;96;.433333
27/07/2014;.7;0;.3;20.4;17.22;15.5;92.5;1.033.333
28/07/2014;1.2;0;2.8;18.4;16.48;15.8;94;1.9
29/07/2014;1;.5;2.1;19;16;14;90.5;1.066.667
30/07/2014;1.8;4.7;0;22.2;16.36;13.8;80.5;1.633.333
31/07/2014;3.4;9;0;25.2;17.12;13;76.75;0
01/08/2014;null;10.1;0;28;17.16;9.6;72.5;.51444
02/08/2014;null;9.3;0;30.8;19.1;10.5;67.5;.51444
03/08/2014;null;9.6;0;31.4;20.44;12.6;58.25;.51444
04/08/2014;null;10.1;0;32;20.08;11;58.5;0
05/08/2014;null;.2;0;20.2;16.48;14;79;102.888
06/08/2014;null;10.5;2.2;23.6;15.32;9.8;65.75;137.184
07/08/2014;null;10.1;0;26.6;15.56;6.4;60;.51444
08/08/2014;null;9.2;0;26.8;16.56;7.4;67.25;137.184
09/08/2014;null;1;0;22.4;17.44;12.8;84.25;17.148
10/08/2014;null;7.8;0;28;20.18;15.5;62.25;102.888
11/08/2014;null;9.6;0;28.8;18.78;11.5;61.75;0
12/08/2014;null;9.2;0;30.6;20;9.8;null;.77166
13/08/2014;null;6.3;0;28.4;18.68;12.8;null;462.996
14/08/2014;null;0;9.6;17;14.04;12.6;null;102.888
15/08/2014;null;1.8;2;19.4;16.4;12.8;null;282.942
16/08/2014;null;2;0;24.6;18.88;15.2;null;.77166
17/08/2014;null;8.1;.2;26.6;20.48;15.4;null;102.888
18/08/2014;null;8.9;.1;29;20.32;14.8;null;154.332
19/08/2014;null;6.4;.5;25.6;19.6;16.8;null;180.054
20/08/2014;null;8.3;0;27;19.68;16;74;102.888
21/08/2014;null;10.3;0;28.8;20.8;16.4;64.5;0
22/08/2014;null;9.6;0;31.4;21.48;13;50;120.036
23/08/2014;null;10;0;31.4;21.24;11.8;51.5;102.888
24/08/2014;null;10.4;0;32.6;21.14;12.5;50;.51444
25/08/2014;null;10.2;0;32.2;19.92;10.2;53.5;0
26/08/2014;null;9.1;0;33.6;21.44;11.8;61.5;0
27/08/2014;null;2.6;0;26.4;19.16;15.6;86;291.516
28/08/2014;null;.1;3.7;18.8;16.08;15;63;25.722
29/08/2014;null;0;0;20.8;17.06;14.5;73.75;240.072
30/08/2014;null;1.9;0;23.8;18.48;14;76.5;137.184
31/08/2014;null;8.1;0;31.2;22.28;15.6;58.25;17.148
01/09/2014;5.9;2.9;2.6;28;21.14;17.5;76.25;.533333
02/09/2014;3.1;8.7;0;31;20.64;13;70.75;1.766.667
03/09/2014;7.1;7.6;6.2;32.2;22.08;17.6;71.25;2
04/09/2014;8.5;7.1;0;25;19.12;16.6;71.25;3.633.333
05/09/2014;5.7;8.6;0;23.8;17.8;14.6;64;2.4
06/09/2014;6.4;10.4;0;26.6;18.18;10.5;52.75;3.866.667
07/09/2014;5.4;10.3;0;29;19.76;10;52.25;.666667
08/09/2014;7.5;1.5;0;25.4;18.68;14.6;73.5;.433333
09/09/2014;4.1;10.3;0;31.4;21.6;12.2;50.5;1.9
10/09/2014;10.1;10.6;0;33.4;22.56;12;46.5;.966667
11/09/2014;7.7;10.1;0;34.4;23.64;13.6;42.25;2.033.333
12/09/2014;10.2;8;0;31.4;21.56;16.2;63.75;2.533.333
13/09/2014;7.6;9.4;0;31;21.7;14.5;64;2.5
14/09/2014;8.1;9.7;0;33;22.28;12.2;46;2.166.667
15/09/2014;10.4;10.3;0;34;23.6;13.4;38.75;1.233.333
16/09/2014;9.2;8.7;0;32.2;22.94;18.5;null;1.65
17/09/2014;8.4;0;0;23.6;19.76;18;null;2.15
18/09/2014;3.7;6.4;.8;31;22.94;18.5;null;1.45
19/09/2014;5.9;5.2;0;33;23.32;17.2;null;2.15
20/09/2014;6.3;2.7;0;30.6;22.46;19.3;null;1.45
21/09/2014;4.5;0;4.6;21.4;18.2;16.6;null;1.8
22/09/2014;1.3;9.9;11;26;18.8;15.2;null;3.15
23/09/2014;7.3;10.3;0;29.8;20.16;11.2;57;207.166
24/09/2014;7.4;9.5;0;33.6;22.9;12.5;46.75;1.4
25/09/2014;8.3;2.4;0;26.4;21.16;16.2;75;.433333
26/09/2014;3.9;.9;.8;29;21.56;17.8;80.25;2.133.333
27/09/2014;3.6;2.1;3;27.6;22.24;18;74;1.533.333
28/09/2014;4;0;0;27;22.52;20;77.25;1.933.333
29/09/2014;3.6;2;.2;32.6;23.32;20;77.25;1.633.333
30/09/2014;2.9;3.7;39.4;31.8;23.76;19;91.5;1.2
01/10/2014;2.1;3.8;19;30.4;23.4;19.2;71.5;1.066.667
02/10/2014;5.7;6.5;1;27.6;20.68;17.6;70;2.533.333
03/10/2014;6.3;3.1;0;22.8;17.32;14.2;71;4.433.333
04/10/2014;5.7;3.4;.2;21.4;16.28;12.8;66.25;1.4
05/10/2014;5.6;9.8;0;23.2;17.28;13.2;52.5;3.2
06/10/2014;7.8;10.9;0;26.4;18.76;12.8;57.25;2.8
07/10/2014;8.5;4.2;0;26.2;19.08;11.2;60.25;1.433.333
08/10/2014;6.2;10.9;0;30;21.32;12;44.5;1.9
09/10/2014;9.6;10.5;0;32;22.76;13.8;49.75;1.966.667
10/10/2014;10.5;10.9;0;35;24.58;15.1;45;1.533.333
11/10/2014;9.5;10.3;0;35;24.84;15.8;null;1.65
12/10/2014;null;9.8;0;36.4;24.94;15.5;null;1
13/10/2014;9.7;9.3;0;37.8;26.84;17;null;0
14/10/2014;12.3;6.6;0;36;25.16;18;null;0
15/10/2014;8;7.7;0;31.2;23.28;17.8;null;2.3
16/10/2014;8.4;6.5;0;33.4;25.64;20;null;1.15
17/10/2014;6.8;6.6;0;35.6;26.82;19.7;null;1
18/10/2014;9;5.9;0;36.4;24.94;19.5;null;1.25
19/10/2014;6.5;8.8;0;39;28.66;18.5;null;0
20/10/2014;8.5;1.7;13;30.8;23.08;19.8;null;.8
21/10/2014;8.5;0;0;22;19.2;18;null;2.4
22/10/2014;5.4;.3;0;22.2;18.64;15.8;null;2.05
23/10/2014;4.4;5.6;0;29;22;17;null;1.65
24/10/2014;5.9;9.7;0;32;23.4;16;null;1.75
25/10/2014;7.9;0;0;25;22.24;20.2;null;0
26/10/2014;2.6;3.6;2.8;30;21.8;19;null;0
27/10/2014;3.9;6.3;73;29;21.52;19;null;.8
28/10/2014;5.5;11.3;0;29;20.68;14;null;1.65
29/10/2014;8.8;12.2;0;32.4;23.9;15.1;null;1.4
30/10/2014;8.6;10.6;0;33.4;25.52;18;null;0
31/10/2014;8.5;6.2;0;32.8;24.68;18.8;null;.75
01/11/2014;null;8;.1;33.4;25.92;20.2;63;154.332
02/11/2014;null;10.1;1;34;26.1;20.5;64.25;17.148
03/11/2014;null;6.1;0;34.2;26.58;22.5;61.75;154.332
04/11/2014;null;9.5;0;35;27.48;20;54.5;102.888
05/11/2014;null;1.9;.8;32;25;20.8;67.5;308.664
06/11/2014;null;3.8;1.6;31;24.68;21;75.25;154.332
07/11/2014;null;7.1;2.6;32.4;23.84;20;76.25;240.072
08/11/2014;null;5.6;8.2;32;24.28;19.8;76.5;102.888
09/11/2014;null;.9;36.2;25.4;21.76;20.4;88.25;137.184
10/11/2014;null;8.2;1.3;30;22.96;19;60;154.332
11/11/2014;null;8.9;0;25.2;21.4;15.2;64.5;240.072
12/11/2014;null;7;0;32;24.12;19.8;75.5;274.368
13/11/2014;null;10.3;7.4;33;23.6;20.4;77.5;102.888
14/11/2014;null;2.6;50.6;27.4;21;19.6;85.75;25.722
15/11/2014;null;.3;7.8;22.4;19.12;16.6;77.5;154.332
16/11/2014;null;7.5;0;27;21.04;17;66;240.072
17/11/2014;null;6.1;0;26;null;null;63.25;291.516
18/11/2014;null;11.9;0;27.4;20.44;15;56.75;240.072
19/11/2014;null;12.3;0;31;22.4;14.6;55.75;205.776
20/11/2014;null;11.1;0;32;23.88;16;56.75;154.332
21/11/2014;null;10.1;0;33.6;25.88;18;48.75;205.776
22/11/2014;null;4.9;0;33;24.48;21;75.5;137.184
23/11/2014;null;.1;9.6;26.2;22.56;20.8;89.5;120.036
24/11/2014;null;.9;9.8;28;23.32;20.2;82.75;154.332
25/11/2014;null;5.6;0;31.2;25.14;21.5;77.5;120.036
26/11/2014;null;1;.2;29;24.4;22.2;84.75;120.036
27/11/2014;null;1.1;7.8;28.8;23.4;21.8;92;102.888
28/11/2014;null;0;53.6;25;21.8;20;82;102.888
29/11/2014;null;.6;.2;25.6;21.72;19;76;188.628
30/11/2014;null;3.2;0;28;23.4;19.8;75.25;291.516
01/12/2014;5.2;5.2;0;32;24.04;21;79.5;1.6
02/12/2014;4.4;12.1;29;32.2;25.2;17.4;46.75;1.8
03/12/2014;12.7;10.3;0;34.8;26.08;19.2;57.75;2.2
04/12/2014;6.5;5.9;0;32.6;24.32;19.8;81.25;1.366.667
05/12/2014;4.1;.1;66.6;25.2;20.88;19.4;86.25;3.733.333
06/12/2014;2;6.5;1.6;30;23.44;19;70.75;1.733.333
07/12/2014;5.7;12.4;0;31.6;25.16;19.8;58.75;3.2
08/12/2014;8.1;9.4;0;32;26.04;18.6;57.5;1.033.333
09/12/2014;6.4;9.4;0;33.4;26.72;20.6;57.75;1.7
10/12/2014;5.6;4.3;2.9;32;25.68;21.6;73.25;1.2
11/12/2014;4.6;6.6;0;33.6;25.08;20.8;76.75;1.1
12/12/2014;3.3;5.9;9.2;31.6;23.4;20;82.75;2.133.333
13/12/2014;3.4;0;13.6;27;22.76;20;90.25;1.433.333
14/12/2014;1.8;7.7;12;32;24.74;21.1;75.75;1.933.333
15/12/2014;4.9;10.1;7.6;28.8;22.82;19.5;61.5;2.266.667
16/12/2014;7.5;12.5;0;29;22.52;18;56;2.4
17/12/2014;8.5;12.3;0;31;23.56;16.2;57.75;1.2
18/12/2014;6.6;10.7;0;33.4;25.32;19;64.75;.666667
19/12/2014;6.2;3.1;.8;30.2;24.46;21.5;82.75;.433333
20/12/2014;3.2;3.4;4;32;25.68;21.4;74.75;0
21/12/2014;4.7;4.7;0;33;25.64;20.8;76;2.666.667
22/12/2014;3.7;1.8;5.1;33.2;26.16;22.6;87;2.2
23/12/2014;3;0;11.2;27;23.64;22.2;85;.533333
24/12/2014;2.5;.9;.7;30;23.42;20.5;83;3.366.667
25/12/2014;3.2;9.9;7.8;32.6;25.76;19.4;70;2.2
26/12/2014;5.8;8.9;0;33.2;26.68;22.8;65.5;2.033.333
27/12/2014;7.4;11.3;0;34.8;27.08;20.6;61.75;1.3
28/12/2014;8.4;11.6;0;35;27.7;20.5;53.75;.5
29/12/2014;6.9;6.2;0;34.4;26.48;20.8;61.75;1.966.667
30/12/2014;7.1;6.9;0;33.1;26.24;20.5;59.75;1.6
31/12/2014;6.1;4.1;0;33;25.72;21.2;73.5;1.766.667
01/01/2015;5.2;11.5;0;36;28.08;20.8;null;1.3
02/01/2015;8.3;8.4;0;36.2;27.6;21.8;null;0
03/01/2015;6.6;9;0;33.4;24.4;20.2;null;.65
04/01/2015;5.5;6.8;37.6;33;24.16;19.4;null;0
05/01/2015;2.9;0;20.2;29.4;23.04;20.6;null;.65
06/01/2015;2.3;0;42.4;29.4;23.06;20.5;null;2.2
07/01/2015;2.5;null;15.8;32.6;24.44;18.4;null;0
08/01/2015;4.7;null;0;33.2;26.66;19.5;null;0
09/01/2015;7.5;null;0;33.8;27.64;20;null;.8
10/01/2015;8.6;null;0;34.8;28.2;20.2;null;2.3
11/01/2015;9.6;null;0;35.2;28.48;21.8;null;1
12/01/2015;8.9;null;0;37;27.64;21.6;null;6.8
13/01/2015;8.4;null;.2;36;27.74;19.5;null;1.8
14/01/2015;9.9;null;0;34.8;27.48;22.2;null;.65
15/01/2015;6.1;null;0;35.6;28.04;21.2;null;1.5
16/01/2015;10.5;null;0;35;27.24;21;null;1
17/01/2015;8.5;null;0;36.4;28.38;20.5;null;1.8
18/01/2015;10.4;null;0;37.4;28.72;19.8;null;1
19/01/2015;9.6;null;0;37.6;29;21;null;1
20/01/2015;10.7;null;0;38.2;28.76;21.4;null;1.3
21/01/2015;8.8;null;0;35.6;25.84;21.6;null;1.5
22/01/2015;5.1;null;5.4;31.2;22.64;19;null;1.8
23/01/2015;3;null;13.6;27.8;22.8;18.6;null;2.15
24/01/2015;2.6;null;.7;28.8;22.44;20;null;2.3
25/01/2015;2.7;null;3.5;33.6;23.56;17.6;81;0
26/01/2015;5.2;null;18.4;31.2;23.76;19.6;null;.8
27/01/2015;3.2;null;.6;31;24.88;20.4;null;.8
28/01/2015;3.9;null;0;34.6;25.8;19.8;null;2.1
29/01/2015;5.4;null;.6;35;27.08;20.4;null;1
30/01/2015;5.9;null;0;34.8;25.72;21.6;null;.65
31/01/2015;4.9;null;26.2;30.2;24.94;21.5;null;1.65
01/02/2015;3.2;null;1.5;31.8;24.84;21.8;90;.666667
02/02/2015;3;null;13.6;25.2;21.84;20.2;96.5;1.1
03/02/2015;1.2;null;34.6;31.2;22.76;18.8;80.5;0
04/02/2015;1.7;null;5.6;29.6;21.48;18.6;86.25;1.133.333
05/02/2015;4;null;23.6;27.4;21.6;19.2;88.25;0
06/02/2015;1.9;null;3.4;26.6;21.32;19;88.75;1.766.667
07/02/2015;2.4;null;17.8;30.8;23.64;18.8;74.75;2.033.333
08/02/2015;4.1;null;.2;31.2;23.72;19.6;81.75;3.1
09/02/2015;4;null;.6;28.4;23.52;20.8;85;.866667
10/02/2015;3.1;null;.2;31.4;24.84;21.4;83.75;1.066.667
11/02/2015;3.1;null;.3;34.8;26;20.8;73;1.533.333
12/02/2015;4.7;null;0;34.4;26.88;21.6;null;1.3
13/02/2015;3.9;null;35.2;34.6;26.64;22.8;null;0
14/02/2015;4.2;null;1.4;31;24.76;21.2;null;2
15/02/2015;3.6;null;0;32.2;24.28;21;null;0
16/02/2015;3;null;2.5;26;23.44;20.6;null;1.8
17/02/2015;1.9;null;.4;28;23.28;21.4;null;.65
18/02/2015;1.8;null;22.4;25.8;22.48;21;null;2.3
19/02/2015;1;null;12.2;32.6;25.72;20;62.25;1.7
20/02/2015;5.9;null;0;32.8;26.88;21.6;61.5;1.533.333
21/02/2015;5.6;null;0;32.8;26.6;21;60.25;1.3
22/02/2015;8.9;null;0;31.6;26.08;22.4;60.5;2.433.333
23/02/2015;8.1;null;0;33.3;27.02;22;61.25;1.633.333
24/02/2015;8;null;0;32;25.96;20.6;65.5;1.2
25/02/2015;5.5;null;0;31.4;23.44;20;81;1.2
26/02/2015;3.5;null;1.6;32.6;24.08;18.4;76;1.966.667
27/02/2015;5.2;null;4;33.4;23.84;19.2;79.5;.933333
28/02/2015;4.5;null;7.4;29.8;23.96;20.2;81.75;3.4
01/03/2015;3.6;null;6.4;28.8;22.88;20;69.5;3.333.333
02/03/2015;6.2;null;0;29;23.72;19.6;67.5;1.966.667
03/03/2015;6;null;0;30.4;24.12;20;72;2.6
04/03/2015;5.7;null;0;31.6;25.24;20.4;68.75;1.933.333
05/03/2015;5.8;null;0;32.4;25.48;19.8;60.5;0
06/03/2015;5.7;null;0;33.3;25.3;19.2;64.5;2.3
07/03/2015;5.5;null;2.8;28;22.96;21;88;.766667
08/03/2015;1.5;null;7.2;29.4;24.04;21;84.5;1.4
