data,evap,inso,prec,temp,umid,vent,volu
2004-05-11,3.4,4.0,13.2,23.42,75.75,3933333.0,16.37
2004-06-11,3.0,3.6,0.0,22.78,82.25,154332.0,15.44
2004-07-11,2.3,0.0,12.9,18.14,94.0,2133333.0,15.74
2004-08-11,0.8,0.0,4.3,18.66,83.25,3466667.0,16.62
2004-09-11,1.9,5.3,0.4,21.46,71.75,2966667.0,17.8
2004-10-11,3.7,11.1,0.0,24.02,69.5,1533333.0,18.26
2004-11-11,4.1,7.0,0.0,27.5,44.75,1433333.0,17.85
2004-12-11,7.4,5.6,0.0,25.54,44.0,2052587.0,17.14
2004-11-13,6.0,9.9,0.0,21.14,66.5,2967027.0,16.21
2004-11-14,4.9,0.0,0.4,18.62,86.25,27.0,15.15
2004-11-15,1.8,2.0,0.2,21.42,79.75,533333.0,14.06
2004-11-16,1.9,0.0,27.8,20.42,95.0,0.0,13.75
2004-11-17,0.5,0.7,11.3,22.54,86.25,0.0,14.21
2004-11-18,1.1,4.0,1.4,22.78,89.25,22.0,15.15
2004-11-19,2.1,0.4,22.4,22.06,84.0,433333.0,16.69
2004-11-20,1.7,0.8,7.4,20.3,75.25,22.0,18.42
2004-11-21,2.5,1.2,0.0,19.46,68.75,2566667.0,20.52
2004-11-22,2.8,7.8,0.0,20.34,67.75,2367027.0,21.23
2004-11-23,4.5,9.6,0.0,21.98,65.5,2724067.0,21.23
2004-11-26,0.0,10.9,0.0,25.64,53.5,666667.0,18.76
2004-11-27,8.9,7.0,0.0,24.74,72.5,533333.0,18.03
2004-11-28,4.6,0.1,20.3,22.84,87.25,1047773.0,17.19
2004-11-29,1.5,0.0,28.2,20.78,91.0,2433333.0,17.23
2004-11-30,3.0,8.3,1.0,22.14,68.5,23.0,18.07
2004-01-12,6.0,4.5,0.0,21.3,79.25,2967027.0,18.58
2004-02-12,4.0,1.3,3.2,20.34,82.25,2433333.0,19.22
2004-03-12,3.9,0.1,0.4,20.56,90.0,28.0,19.53
2004-04-12,2.0,3.3,9.6,23.6,81.0,533333.0,20.1
2004-05-12,2.6,6.0,0.0,25.14,73.75,1.0,20.39
2004-06-12,4.5,3.9,1.5,23.06,80.5,151444.0,20.32
2004-07-12,3.0,5.5,14.6,23.56,84.5,1533333.0,20.42
2004-08-12,2.8,6.6,14.0,25.14,70.5,1.0,20.63
2004-09-12,5.0,3.8,0.5,25.12,75.5,247184.0,20.72
2004-10-12,6.2,0.3,25.0,21.8,91.25,1219253.0,21.58
2004-11-12,2.9,1.5,8.1,20.88,83.25,5433333.0,23.83
2004-12-12,3.6,8.5,6.2,21.52,77.25,2890733.0,25.71
2004-12-13,4.5,4.8,4.0,22.04,76.0,1433333.0,26.14
2004-12-14,4.8,6.9,1.4,22.56,66.25,2766667.0,26.38
2004-12-15,6.9,7.0,0.0,23.56,73.25,19574.0,26.1
2004-12-16,5.5,8.8,0.0,25.9,65.25,533333.0,25.94
2004-12-17,7.2,6.3,0.0,24.1,84.5,2209987.0,25.88
2004-12-18,3.3,5.4,7.8,24.06,82.5,666667.0,26.44
2004-12-19,3.3,0.0,10.6,23.06,90.75,0.0,27.07
2004-12-20,2.4,1.9,1.0,24.3,85.25,0.0,27.84
2004-12-21,2.8,0.0,1.8,22.18,90.5,1867027.0,28.55
2004-12-22,2.2,0.0,27.8,19.02,95.25,1666667.0,29.82
2004-12-23,0.8,0.0,27.1,19.64,95.25,1433333.0,31.39
2004-12-24,1.3,5.3,34.4,23.08,83.75,666667.0,31.32
2004-12-25,2.3,8.5,23.6,24.58,75.0,1533333.0,34.16
2004-12-26,4.2,6.4,0.0,24.8,78.75,1533333.0,35.64
2004-12-27,5.5,0.9,7.5,23.82,79.5,1766667.0,36.85
2004-12-28,4.5,8.6,0.0,23.9,74.25,2533333.0,37.36
2004-12-29,5.8,4.4,0.0,23.86,79.5,120036.0,38.24
2004-12-30,3.8,9.2,9.6,25.14,74.0,833333.0,39.02
2004-12-31,4.9,7.2,0.0,25.26,74.25,1867027.0,40.27
2005-01-01,6.0,8.9,1.0,24.46,72.0,265.0,40.91
2005-02-01,6.1,5.8,0.0,23.1,78.0,1.0,41.45
2005-03-01,5.7,8.6,1.3,23.6,78.0,23.0,41.31
2005-04-01,5.3,0.4,53.8,23.26,87.0,0.0,41.62
2005-05-01,2.9,1.4,30.0,23.98,86.0,0.0,42.15
2005-06-01,2.7,0.8,7.5,24.66,87.0,65.0,43.35
2005-07-01,1.7,3.4,2.3,24.78,92.0,165.0,44.8
2005-08-01,1.6,4.3,8.5,25.06,92.0,0.0,45.83
2005-09-01,2.1,7.4,0.0,25.7,78.0,0.0,47.1
2005-10-01,3.9,3.6,0.0,26.34,70.0,65.0,48.95
2005-11-01,4.5,0.4,2.3,24.34,89.0,0.0,50.31
2005-01-02,2.6,6.2,7.6,23.82,79.25,1881107.0,76.75
2005-02-02,3.1,4.6,4.5,24.38,80.75,0.0,76.41
2005-03-02,3.2,6.3,1.2,24.7,81.5,666667.0,77.39
2005-04-02,3.8,1.3,41.6,23.5,91.75,1933333.0,84.98
2005-05-02,1.9,1.9,35.2,22.3,88.75,22.0,91.56
2005-06-02,2.3,3.5,3.8,22.06,71.5,34.0,91.97
2005-07-02,4.6,9.2,0.0,20.64,65.25,251444.0,90.47
2005-08-02,6.4,10.0,0.0,21.44,67.25,1333333.0,87.87
2005-09-02,6.0,7.2,0.0,21.44,72.0,2138507.0,84.98
2005-10-02,6.3,8.2,0.0,23.32,64.75,947773.0,81.81
2005-11-02,5.3,8.7,0.0,23.94,65.5,12.0,79.01
2005-12-02,5.6,2.1,4.0,22.34,80.75,433333.0,77.1
2005-02-13,1.9,6.7,1.3,22.48,82.5,168592.0,75.77
2005-02-14,3.9,6.9,38.2,22.54,83.5,2433333.0,75.19
2005-02-15,4.5,10.9,14.5,23.6,71.0,3481467.0,75.43
2005-02-16,6.2,9.1,0.0,23.46,78.75,1733333.0,75.19
2005-02-17,3.8,3.9,35.7,23.42,86.75,22.0,75.25
2005-02-18,2.5,5.3,38.6,24.12,76.0,2133333.0,75.25
2005-02-19,3.8,4.3,0.0,22.78,93.25,1766667.0,75.02
2005-02-20,2.0,9.7,3.7,22.24,84.5,22.0,75.31
2005-02-21,3.2,10.6,9.2,22.32,82.0,151444.0,75.68
2005-02-22,6.5,11.0,0.0,24.08,67.0,0.0,76.06
2005-02-23,5.1,6.2,0.0,25.5,69.75,666667.0,76.06
2005-02-24,4.4,5.9,0.0,25.46,75.0,666667.0,75.83
2005-02-25,4.0,4.9,0.0,24.72,88.75,3333333.0,75.77
2005-02-26,3.8,6.7,14.7,25.7,72.0,24.0,76.53
2005-02-27,4.2,3.1,0.0,24.38,87.75,1966667.0,77.57
2005-02-28,2.8,7.3,9.1,24.14,81.25,533333.0,78.95
2005-01-03,3.6,6.9,18.4,24.56,80.0,2524067.0,77.56
2005-02-03,3.6,1.0,0.9,22.52,78.25,1733333.0,75.54
2005-03-03,3.2,0.0,9.0,19.4,97.5,8574.0,74.33
2005-04-03,0.6,1.8,16.4,21.04,88.25,12.0,73.63
2005-05-03,1.7,2.6,2.2,21.52,90.5,205776.0,74.96
2005-06-03,2.1,8.1,2.1,22.72,78.0,1633333.0,76.87
2005-07-03,4.2,8.1,0.0,24.04,77.25,8574.0,77.16
2005-08-03,4.0,7.2,0.0,25.4,73.25,0.0,76.29
2005-09-03,4.2,8.8,0.0,26.04,67.0,13.0,76.0
2005-10-03,5.8,6.4,0.0,25.36,78.0,1066667.0,75.43
2005-11-03,5.4,5.7,0.0,25.0,80.75,1433333.0,75.19
2005-12-03,2.7,8.6,2.1,25.4,68.5,1366667.0,74.96
2005-03-13,4.2,8.0,0.0,26.06,68.25,16.0,74.56
2005-03-14,4.0,5.3,0.0,26.74,73.25,833333.0,74.04
2005-03-15,4.0,4.1,0.0,25.68,89.0,21.0,73.75
2005-03-16,3.6,3.2,9.4,26.16,74.0,1624067.0,73.75
2005-03-17,4.4,1.6,3.7,24.08,96.0,1433333.0,74.27
2005-03-18,2.0,1.2,3.5,23.8,89.75,1.0,75.02
2005-03-19,1.8,7.7,6.2,24.6,86.25,533333.0,76.99
2005-03-20,3.0,4.3,1.1,24.2,85.5,533333.0,79.3
2005-03-21,2.2,0.4,1.0,23.44,87.5,12.0,81.21
2005-03-22,2.0,1.0,8.3,23.8,89.0,1.0,80.97
2005-03-23,1.0,4.8,1.0,24.52,85.25,1.0,80.02
2005-03-24,2.3,1.1,9.5,24.16,85.25,0.0,79.48
2005-03-25,1.5,1.9,15.4,22.84,93.25,1976653.0,80.62
2005-03-26,1.7,0.9,10.7,22.2,79.75,32.0,82.89
2005-03-27,3.3,3.5,0.0,22.72,79.75,1766667.0,83.78
2005-03-28,4.0,4.2,2.6,22.98,83.5,2666667.0,83.96
2005-03-29,3.0,7.5,19.6,22.76,83.5,1.0,84.02
2005-03-30,3.0,7.8,26.8,23.08,81.25,533333.0,83.9
2005-03-31,3.3,10.0,0.0,24.16,77.25,1866667.0,84.08
2005-01-04,4.2,6.5,0.0,24.48,90.25,11.0,84.44
2005-02-04,2.0,8.8,6.3,25.12,76.25,433333.0,84.68
2005-03-04,3.3,8.8,0.0,25.64,73.75,666667.0,84.86
2005-04-04,4.0,7.1,0.7,24.76,85.0,1466667.0,84.89
2005-05-04,3.7,5.7,48.0,24.4,84.5,533333.0,86.21
2005-06-04,2.3,6.4,17.3,25.02,81.5,966667.0,88.43
2005-07-04,3.0,8.1,0.0,25.34,79.75,533333.0,89.36
2005-08-04,3.0,6.9,0.0,25.64,76.0,0.0,89.6
2005-09-04,3.5,9.8,0.0,24.92,78.25,21.0,89.54
2005-10-04,4.3,7.8,0.0,24.36,80.25,0.0,89.54
2005-11-04,3.5,7.4,0.0,24.84,78.25,533333.0,89.42
2005-12-04,3.2,7.5,0.0,23.56,78.0,1290733.0,89.29
2005-04-13,4.6,9.0,0.0,23.56,73.0,1433333.0,89.05
2005-04-14,5.1,7.9,0.0,23.64,79.75,0.0,88.62
2005-04-15,3.5,9.7,0.0,23.72,76.75,0.0,88.06
2005-04-16,4.0,8.9,0.0,24.0,77.25,533333.0,87.57
2005-04-17,3.8,7.2,4.0,24.06,82.0,28.0,86.95
2005-04-18,3.6,6.6,0.0,23.4,77.25,1366667.0,86.45
2005-04-19,3.9,4.9,0.0,23.48,83.0,766667.0,85.84
2005-04-20,3.0,8.4,0.0,23.94,77.25,966667.0,85.65
2005-04-21,3.8,1.1,4.5,21.16,92.25,102888.0,85.59
2005-04-22,1.2,5.4,5.9,21.52,80.5,12.0,85.71
2005-04-23,3.2,8.6,0.0,20.76,85.25,8574.0,86.21
2005-04-24,2.7,0.0,27.8,19.52,90.5,0.0,86.89
2005-04-25,1.7,2.9,0.0,22.6,84.25,205776.0,87.94
2005-04-26,2.4,0.0,10.3,18.52,94.0,274332.0,89.79
2005-04-27,1.2,1.2,8.6,18.22,78.25,12.0,91.27
2005-04-29,1.3,2.0,5.5,20.84,86.25,1047773.0,92.72
2005-04-30,1.9,5.2,2.1,20.0,79.75,4433333.0,93.07
2005-01-05,5.2,5.8,0.0,18.34,76.0,0.0,93.12
2005-02-05,4.0,3.6,0.0,17.7,82.5,666667.0,93.3
2005-03-05,4.2,2.2,0.2,17.56,82.5,1533333.0,93.35
2005-04-05,4.2,7.6,0.0,17.96,77.25,5.0,93.07
2005-05-05,4.0,6.7,0.0,19.48,71.75,151444.0,92.66
2005-06-05,4.2,7.2,0.0,19.44,78.75,8574.0,92.26
2005-07-05,3.3,7.8,0.0,20.08,73.25,1047773.0,92.16
2005-08-05,4.1,6.4,0.0,20.4,75.5,21.0,91.65
2005-09-05,5.0,3.5,12.1,20.72,86.5,666667.0,90.71
2005-10-05,1.6,2.4,0.0,20.64,88.0,51444.0,90.13
2005-11-05,1.7,8.0,0.0,21.92,50.25,666667.0,89.7
2005-12-05,2.7,9.3,0.0,22.32,73.5,1133333.0,89.33
2005-05-13,4.0,8.7,0.0,22.3,76.5,0.0,89.02
2005-05-14,3.0,9.4,0.0,21.24,78.25,766667.0,88.06
2005-05-15,3.0,8.9,0.0,20.32,79.0,0.0,87.07
2005-05-16,3.3,9.5,0.0,21.04,73.5,433333.0,86.08
2005-05-17,3.5,8.9,0.0,21.4,72.25,0.0,85.16
2005-05-18,4.0,8.4,0.0,21.02,72.75,51444.0,84.38
2005-05-19,4.0,5.8,0.0,22.12,78.75,0.0,83.42
2005-05-20,2.9,4.7,0.0,21.92,86.5,833333.0,82.65
2005-05-21,2.1,3.5,0.0,23.24,69.75,12.0,81.99
2005-05-22,4.0,0.0,3.6,19.56,93.5,666667.0,81.33
2005-05-23,1.2,0.0,10.2,18.84,91.0,533333.0,80.85
2005-05-24,0.8,0.0,1.0,20.04,95.0,0.0,80.08
2005-05-25,1.0,0.0,31.0,17.82,95.0,1366667.0,82.23
2005-05-26,0.5,6.4,7.0,18.6,81.5,1867027.0,85.59
2005-05-27,3.0,6.0,0.0,18.56,78.5,2124067.0,88.18
2005-05-28,3.1,7.5,0.0,17.7,78.75,1633693.0,90.1
2005-05-29,4.2,7.6,0.0,18.28,81.0,11.0,91.27
2005-05-30,3.4,6.4,0.0,19.44,84.0,1866667.0,91.62
2005-05-31,3.4,7.9,0.0,20.62,77.75,1633693.0,91.39
2005-01-06,4.4,4.9,0.0,20.48,82.75,1947773.0,91.15
2005-02-06,3.1,1.5,0.7,19.76,82.25,666667.0,90.84
2005-03-06,2.5,7.5,0.0,19.84,80.25,933333.0,90.34
2005-04-06,3.0,8.5,0.0,20.24,76.0,1181107.0,89.73
2005-05-06,4.0,9.2,0.0,18.92,80.25,533333.0,89.11
2005-06-06,4.0,6.6,0.0,19.04,80.0,1433333.0,88.55
2005-07-06,3.2,5.4,0.0,19.44,78.25,433333.0,88.12
2005-08-06,2.5,6.7,0.1,18.52,81.25,433333.0,87.57
2005-09-06,2.8,7.7,0.0,19.0,75.25,1.0,86.82
2005-10-06,3.8,9.4,0.0,18.84,76.5,0.0,85.84
2005-11-06,5.4,5.9,0.0,18.04,85.75,533333.0,84.93
2005-12-06,2.4,8.3,1.2,18.64,81.5,533333.0,84.2
2005-06-13,3.0,9.2,0.2,18.84,80.75,533333.0,83.2
2005-06-14,2.7,8.3,0.0,18.1,78.75,533333.0,82.23
2005-06-15,4.0,8.9,0.0,18.4,71.5,0.0,81.39
2005-06-16,3.2,9.0,0.0,18.0,74.75,433333.0,80.56
2005-06-17,3.8,8.8,0.0,18.8,71.0,0.0,79.54
2005-06-18,3.5,7.8,0.0,19.92,70.75,666667.0,78.49
2005-06-19,3.4,6.6,0.2,20.44,76.25,766667.0,77.97
2005-06-20,3.3,0.3,0.0,17.66,96.75,0.0,77.1
2005-06-21,0.8,0.3,5.6,17.28,90.25,2205173.0,76.87
2005-06-22,1.5,6.8,4.6,17.84,87.75,433333.0,76.58
2005-06-23,1.5,6.0,0.2,17.16,78.75,666667.0,76.0
2005-06-24,2.8,5.3,0.2,16.6,77.75,966667.0,75.43
2005-06-25,3.0,4.9,0.0,17.4,78.75,433333.0,74.62
2005-06-26,3.0,6.6,0.0,17.22,83.25,533333.0,73.75
2005-06-27,2.0,4.4,0.2,16.32,77.5,0.0,72.9
2005-06-28,2.6,1.9,0.0,17.8,81.25,1066667.0,72.0
2005-06-29,2.1,4.4,0.0,19.42,81.0,0.0,70.94
2005-06-30,3.2,6.9,0.0,20.04,76.5,1867027.0,69.88
2005-01-07,3.9,2.3,0.0,19.72,79.0,0.0,68.98
2005-02-07,2.4,5.5,0.0,18.98,78.5,0.0,68.03
2005-03-07,2.3,7.6,0.2,18.04,72.25,0.0,67.1
2005-04-07,1.8,9.5,0.0,18.28,70.0,433333.0,66.02
2005-05-07,5.0,7.9,0.0,18.78,74.5,1366667.0,64.94
2005-06-07,5.4,0.0,0.0,17.48,92.75,533333.0,64.24
2005-07-07,1.1,0.0,10.6,14.1,86.25,2866667.0,63.74
2005-08-07,2.0,0.9,0.2,14.12,80.25,1647773.0,63.43
2005-09-07,2.1,5.2,0.4,14.04,79.5,1733333.0,62.79
2005-10-07,3.4,0.1,0.0,14.6,81.25,966667.0,61.99
2005-11-07,2.3,7.4,0.0,17.2,73.75,947773.0,61.05
2005-12-07,3.7,8.3,0.0,16.04,71.25,533333.0,60.22
2005-07-13,4.3,7.2,0.0,15.84,74.5,1433333.0,59.38
2005-07-14,4.6,9.0,0.0,16.92,73.25,1967027.0,58.44
2005-07-15,5.2,7.8,0.0,17.48,74.5,433333.0,57.4
2005-07-16,3.4,9.4,0.0,17.28,71.25,6.0,56.38
2005-07-17,4.6,8.8,0.0,20.6,59.75,21.0,55.23
2005-07-18,6.7,0.0,0.0,18.0,90.25,1366667.0,54.12
2005-07-19,1.7,0.0,8.5,14.88,93.75,120036.0,53.36
2005-07-20,1.2,0.1,8.9,14.92,94.0,1366667.0,52.86
2005-07-21,1.0,1.8,1.3,16.72,88.0,1533333.0,52.56
2005-07-22,1.8,6.8,0.0,17.72,85.25,0.0,52.06
2005-07-23,2.3,7.2,0.1,18.52,84.0,766667.0,51.52
2005-07-24,2.8,8.7,0.0,19.8,78.25,433333.0,50.94
2005-07-25,3.5,1.1,0.0,18.04,93.0,0.0,50.21
2005-07-26,1.2,0.1,0.5,16.92,86.0,1219253.0,49.63
2005-07-27,2.2,0.0,0.4,15.34,91.5,533333.0,49.24
2005-07-28,1.0,5.0,2.6,17.6,81.75,0.0,48.85
2005-07-29,2.0,6.7,0.2,18.52,73.75,966667.0,48.32
2005-07-30,3.5,7.5,0.0,17.44,70.25,766667.0,47.74
2005-07-31,3.9,9.2,0.0,17.8,76.75,866667.0,47.11
2005-01-08,4.0,8.3,0.0,17.76,68.0,533333.0,46.41
2005-02-08,2.0,9.8,0.0,16.84,70.75,0.0,45.61
2005-03-08,6.6,9.5,0.0,17.2,66.0,0.0,44.72
2005-04-08,4.6,9.7,0.0,17.66,65.5,0.0,43.92
2005-05-08,4.5,9.0,0.0,16.98,74.25,0.0,43.13
2005-06-08,4.7,8.8,0.0,17.88,60.25,1047773.0,42.34
2005-07-08,5.2,9.1,0.0,18.34,69.0,1281107.0,41.62
2005-08-08,5.7,5.5,0.0,18.44,77.75,1.0,40.9
2005-09-08,3.7,5.8,0.0,19.66,73.5,533333.0,40.18
2005-10-08,4.0,5.4,0.0,19.36,57.5,1866667.0,39.41
2005-11-08,7.2,9.5,0.0,17.96,63.25,13.0,38.6
2005-12-08,5.8,2.7,0.0,19.04,73.25,21.0,37.89
2005-08-13,3.7,2.8,0.0,19.72,80.5,16.0,37.02
2005-08-14,2.8,6.9,0.0,21.2,75.5,0.0,36.29
2005-08-15,3.3,9.3,0.0,21.08,66.0,1390733.0,35.64
2005-08-16,6.9,8.1,0.0,20.54,66.75,1733333.0,34.82
2005-08-17,5.5,8.0,0.0,20.0,73.25,766667.0,34.0
2005-08-18,5.0,8.8,0.0,20.76,70.0,11.0,33.08
2005-08-19,4.5,2.9,6.1,19.3,82.75,1366667.0,32.05
2005-08-20,2.7,6.7,0.0,19.96,76.25,1766667.0,31.26
2005-08-21,4.8,9.0,0.0,20.84,70.0,13.0,30.48
2005-08-22,5.5,9.7,0.0,20.84,60.0,533333.0,29.73
2005-08-23,5.5,9.9,0.0,20.0,60.25,533333.0,28.98
2005-08-24,6.8,8.3,0.0,21.36,52.5,533333.0,28.19
2005-08-25,7.3,1.1,0.0,19.6,77.0,2866667.0,27.4
2005-08-26,3.9,0.1,0.1,19.48,76.25,1933333.0,26.69
2005-08-27,3.5,4.9,0.0,21.56,81.0,8574.0,26.34
2005-08-28,3.5,8.1,0.0,21.24,73.75,0.0,26.34
2005-08-29,5.5,9.6,0.0,23.14,57.75,0.0,26.26
2005-08-30,6.7,10.0,0.0,23.72,52.5,0.0,26.14
2005-08-31,8.0,6.5,0.0,23.0,70.75,1867027.0,26.14
2005-01-09,7.0,3.5,0.0,23.8,75.0,0.0,26.14
2005-02-09,5.5,0.8,1.0,21.52,82.0,3.0,26.22
2005-03-09,2.4,1.6,0.6,19.76,84.5,1967027.0,26.34
2005-04-09,2.9,3.1,0.0,21.68,73.0,1352587.0,26.42
2005-05-09,5.7,1.7,2.1,19.48,86.0,1266667.0,26.69
2005-06-09,2.0,0.9,0.0,19.16,85.0,314332.0,27.09
2005-07-09,2.5,0.0,20.4,17.48,94.25,433333.0,27.68
2005-08-09,1.5,0.0,0.2,16.96,90.75,1733333.0,28.35
2005-09-09,1.3,0.9,2.0,19.2,80.5,2033333.0,29.1
2005-10-09,3.4,7.8,0.0,21.32,71.5,68592.0,29.57
2005-11-09,6.0,9.5,0.0,23.2,60.5,533333.0,29.86
2005-12-09,6.5,6.1,0.0,21.48,74.5,2333333.0,30.23
2005-09-13,6.0,0.4,12.3,18.4,83.25,1666667.0,30.81
2005-09-14,2.7,0.0,0.0,16.68,90.25,1766667.0,31.3
2005-09-15,1.2,3.8,0.0,20.32,80.5,666667.0,32.09
2005-09-16,2.8,7.4,0.0,21.52,79.25,866667.0,32.62
2005-09-17,5.2,0.0,11.3,18.8,90.5,2481467.0,32.87
2005-09-18,2.5,0.1,0.0,18.32,89.5,154332.0,32.29
2005-09-19,1.8,3.5,2.0,21.76,77.0,1833333.0,31.51
2005-09-20,2.7,7.0,0.5,19.92,82.5,464332.0,30.77
2005-09-21,6.4,6.2,0.0,19.36,67.5,2290733.0,30.06
2005-09-22,6.4,6.0,0.0,19.68,74.75,2033333.0,29.18
2005-09-23,6.0,1.4,0.0,20.0,81.25,2766667.0,28.23
2005-09-24,3.0,3.2,8.4,21.44,80.5,12.0,27.44
2005-09-25,3.3,0.0,3.1,20.12,96.5,0.0,26.57
2005-09-26,0.7,0.0,6.0,18.22,92.25,4595907.0,25.9
2005-09-27,2.0,0.0,1.0,15.5,97.25,12.0,25.75
2005-09-28,0.8,0.0,24.1,16.0,87.0,1824067.0,26.61
2005-09-29,2.0,2.8,0.0,18.5,77.0,312888.0,26.89
2005-09-30,4.4,6.0,0.0,20.32,66.25,1047773.0,26.53
2005-01-10,5.7,9.5,0.0,21.6,65.75,102888.0,25.9
2005-02-10,4.5,0.0,0.0,18.8,93.75,0.0,25.41
2005-03-10,2.7,3.8,7.6,20.32,81.0,1.0,25.14
2005-04-10,4.1,8.9,0.0,23.36,63.75,1066667.0,24.84
2005-05-10,5.6,2.5,0.0,23.16,72.25,2466667.0,24.73
2005-06-10,5.0,0.0,0.0,22.16,83.0,26.0,24.17
2005-07-10,3.3,4.5,0.0,23.16,77.75,34.0,23.27
2005-08-10,5.0,9.5,0.0,26.08,52.5,120036.0,22.45
2005-09-10,8.7,9.8,0.0,24.52,65.25,18574.0,21.5
2005-10-10,7.3,3.7,0.0,23.32,74.75,2966667.0,20.68
2005-11-10,5.0,4.8,0.0,23.64,77.25,2166667.0,20.1
2005-12-10,5.2,9.0,0.0,25.4,67.5,766667.0,19.43
2005-10-13,5.8,10.1,0.0,25.92,46.75,1766667.0,18.33
2005-10-14,10.5,10.4,0.0,26.96,43.5,3866667.0,16.99
2005-10-15,9.2,0.6,2.7,22.56,84.0,1733693.0,16.23
2005-10-16,3.8,8.6,0.0,25.08,67.0,3876653.0,15.86
2005-10-17,6.8,9.2,0.0,26.92,59.75,1733333.0,15.55
2005-10-18,7.2,4.0,0.0,23.0,75.75,264332.0,15.25
2005-10-19,5.0,0.0,10.0,18.42,96.0,1266667.0,15.32
2005-10-20,1.0,2.1,4.0,21.52,76.0,3133333.0,15.76
2005-10-21,3.8,8.8,0.0,23.84,71.5,120036.0,16.23
2005-10-22,5.7,0.2,0.0,22.0,85.25,1524067.0,16.54
2005-10-23,2.2,1.5,4.2,23.36,79.0,120036.0,16.94
2005-10-24,3.6,5.5,1.6,23.52,81.5,1752587.0,18.41
2005-10-25,3.7,1.7,3.9,23.36,83.75,51444.0,20.01
2005-10-26,3.2,2.1,22.2,24.24,77.25,766667.0,21.43
2005-10-27,4.2,2.2,2.0,24.4,79.0,25.0,22.41
2005-10-28,3.9,5.5,3.3,25.16,74.0,16.0,22.78
2005-10-29,4.7,0.4,2.2,22.16,87.0,3533333.0,23.76
2005-10-30,2.0,0.0,6.8,19.72,92.0,2966667.0,24.62
2005-10-31,2.2,2.2,3.8,20.88,82.0,766667.0,25.86
2005-01-11,2.3,2.8,8.0,20.4,85.0,26.0,27.8
2005-02-11,2.5,0.4,1.3,20.04,87.0,1690733.0,29.45
2005-03-11,3.0,1.6,32.2,21.16,90.25,27.0,31.09
2005-04-11,2.2,1.2,0.3,21.96,82.75,1733333.0,32.52
2005-05-11,2.5,3.7,17.2,21.64,85.25,1733693.0,33.91
2005-06-11,2.6,5.6,10.7,22.44,86.25,154332.0,35.38
2005-07-11,3.1,4.3,3.9,22.24,91.0,1690733.0,37.79
2005-08-11,2.2,0.1,27.4,19.52,90.75,27.0,39.59
2005-09-11,2.4,0.0,2.4,18.56,76.75,1266667.0,40.99
2005-10-11,3.2,0.0,3.0,16.26,90.25,15.0,42.06
2005-11-11,1.2,4.0,1.4,18.52,78.75,3305173.0,42.6
2005-12-11,3.8,2.9,1.0,20.2,68.0,198592.0,43.0
2005-11-13,5.5,9.2,0.0,22.36,66.0,2766667.0,43.14
2005-11-14,6.0,8.4,0.0,22.72,64.0,1766667.0,42.8
2005-11-15,6.0,7.4,0.0,22.64,73.5,1976653.0,42.73
2005-11-16,4.8,10.8,0.1,22.84,75.5,2866667.0,42.48
2005-11-17,6.7,2.8,11.5,23.44,82.25,1133333.0,41.8
2005-11-18,4.8,4.0,1.9,24.8,72.5,766667.0,41.49
2005-11-19,4.7,5.9,0.0,26.12,75.75,8574.0,41.03
2005-11-20,5.1,3.0,0.6,23.52,83.25,2547773.0,40.31
2005-11-21,5.8,7.2,2.1,22.44,71.25,1690733.0,39.41
2005-11-22,6.4,4.5,0.0,23.2,73.25,1047773.0,38.38
2005-11-23,5.0,6.4,0.0,24.28,72.25,2266667.0,37.2
2005-11-24,5.6,10.7,0.0,26.68,62.25,12.0,35.94
2005-11-25,6.4,0.0,0.4,24.2,92.25,2166667.0,35.08
2005-11-26,2.5,0.1,46.7,20.92,85.5,1766667.0,36.16
2005-11-27,1.5,9.9,2.0,20.36,62.0,3176653.0,36.37
2005-11-28,7.3,5.3,0.0,22.04,68.0,3133693.0,36.11
2005-11-29,6.9,6.9,0.0,24.48,73.5,1967027.0,35.42
2005-11-30,5.1,2.3,0.0,24.2,80.25,533333.0,34.51
2005-01-12,3.8,0.4,0.5,24.92,74.5,0.0,33.78
2005-02-12,4.4,0.2,0.1,22.76,92.5,32.0,33.37
2005-03-12,2.3,0.0,18.9,19.2,78.25,666667.0,34.6
2005-04-12,2.8,9.9,0.0,21.2,66.0,12.0,35.47
2005-05-12,6.5,7.3,0.0,24.36,60.5,11.0,35.9
2005-06-12,5.8,1.6,0.3,23.2,84.0,533333.0,36.2
2005-07-12,3.4,0.0,28.4,20.12,85.25,272888.0,38.47
2005-08-12,2.3,2.2,3.4,19.0,83.5,1933333.0,40.4
2005-09-12,3.5,6.3,0.2,22.76,73.75,1333333.0,41.03
2005-10-12,4.2,5.2,1.0,23.88,84.25,120036.0,42.66
2005-11-12,3.8,0.0,24.4,20.88,88.75,68592.0,45.8
2005-12-12,1.4,0.0,6.5,18.96,92.5,18.0,49.24
2005-12-13,1.6,1.5,1.1,20.48,87.0,178592.0,51.14
2005-12-14,2.4,1.7,17.6,20.84,80.75,23.0,52.46
2005-12-15,3.0,0.1,0.6,21.52,78.75,2366667.0,53.16
2005-12-16,4.3,5.3,0.0,22.84,79.0,0.0,53.31
2005-12-17,3.5,7.0,18.9,23.76,78.25,422888.0,55.08
2005-12-18,6.2,3.2,7.5,24.08,80.25,11.0,55.98
2005-12-19,5.2,1.2,18.3,24.16,80.25,8574.0,56.84
